ln_kingdom;ln_phylum;ln_class;ln_order;ln_family;ln_genus;ln_species;TaxonId;sulfur;sulphur;nitrogen;ammoni;nitrite;nitrate;b12;cobal;iron;ferr;phosp;nitric;hydroxy;nitro;HNSm-1;HNSm-2;HNSm-3;HNS+s-1;HNS+s-2;HNS+s-3;BF-1;BF-2;BF-3;BF+s-1;BF+s-2;BF+s-3;Probio+s-1;Probio+s-2;Probio+s-3;Probio+BF-1;Probio+BF-2;Probio+BF-3;soil-1;soil-2;soil-3;HNS+Bf bassin;HNS bassin;BF;HNS;RAS;Soil;WS
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriophycideae;unclassified Oscillatoriophycideae;unclassified Oscillatoriophycideae;unclassified Oscillatoriophycideae;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Spirulinales;Spirulinaceae;Halospirulina;unclassified Halospirulina;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;2;1;2;0;0;0;0;0;0
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;unclassified Prochlorococcus;5;110;1;46;25;15;4;7;96;98;250;1988;0;298;47;11;10;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;1;45;7;2;1;0;49;548
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;unclassified Synechococcus;5;233;0;88;68;62;129;13;176;285;536;3886;0;557;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;5;0
Bacteria;Cyanobacteria;unclassified Cyanobacteria;unclassified Cyanobacteria;unclassified Cyanobacteria;unclassified Cyanobacteria;cyanobacterium enrichment;1;1809;20;1183;412;301;802;206;1637;2235;3692;25555;35;3680;1353;1345;406;142;0;2;0;3;0;0;0;6;0;0;0;0;0;0;1;66;0;266;14;22;0;0;3;0;0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus ficus;6;19;0;1;5;4;0;0;11;21;15;223;0;34;6;4;5;29;0;0;2;22;0;3;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus swuensis;6;11;0;2;3;1;0;1;3;11;7;188;0;30;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;unclassified Thermus;5;184;0;25;15;16;39;18;65;170;159;1732;8;281;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;12;27
Bacteria;Deinococcus-Thermus;Deinococci;unclassified Deinococci;unclassified Deinococci;unclassified Deinococci;unclassified Deinococci;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;Dictyoglomus;Dictyoglomus turgidum;6;3;0;2;1;0;0;1;5;10;18;160;1;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;unclassified Elusimicrobium;5;5;0;0;0;0;0;1;1;7;13;148;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;397
Bacteria;Elusimicrobia;Elusimicrobia;unclassified Elusimicrobia;unclassified Elusimicrobia;unclassified Elusimicrobia;unclassified Elusimicrobia;2;16;0;9;2;0;0;9;15;18;37;507;2;41;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;unclassified Fibrobacter;5;18;0;23;4;2;2;0;5;33;20;344;0;31;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;8;0;1000;0;4;17;29
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus amyloliquefaciens;6;121;2;30;31;24;46;13;33;154;103;2041;30;289;79;0;4;0;1;24;22;45;1;7;21;0;22;79;242;106;0;295;379;5;4;9;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus atrophaeus;6;21;0;2;2;4;7;2;2;30;13;278;4;34;6;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus;6;167;2;23;121;58;64;96;130;602;350;3835;30;613;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus coagulans;6;36;0;3;4;5;5;6;15;49;35;673;3;80;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus flexus;6;8;0;0;6;3;1;1;7;16;9;235;4;34;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus gibsonii;6;9;0;2;5;5;5;0;4;26;10;258;2;34;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus halodurans;6;6;1;5;4;2;2;0;2;15;25;185;1;28;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus horikoshii;6;10;0;2;6;1;2;1;8;19;10;228;2;36;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus lehensis;6;15;0;1;4;1;0;1;8;6;15;256;1;30;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis;6;23;0;5;7;10;14;2;16;28;25;558;8;61;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;7;0;1;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus megaterium;6;76;0;31;41;20;15;11;62;89;112;1257;12;189;76;0;1;27;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus methanolicus;6;9;0;4;4;1;1;2;8;11;10;214;1;27;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus muralis;6;12;0;2;7;1;2;1;9;34;17;259;2;57;11;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus pseudofirmus;6;13;0;4;4;7;6;2;8;17;23;242;3;35;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus pumilus;6;25;0;12;9;7;1;0;15;58;18;717;6;73;33;0;0;1;0;0;2;0;0;0;0;0;2;22;11;2;0;11;10;1;3;1;0;0;0;0;1;3;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus simplex;6;10;0;4;6;3;4;0;19;19;17;230;1;38;14;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis;6;306;0;41;52;68;101;22;39;333;192;4077;31;465;128;0;2;1;0;6;1;1;1;0;0;0;0;2;10;0;2;15;12;1;1;1;0;0;1;0;0;2;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis;6;245;0;17;140;76;78;3;201;562;447;5050;35;821;181;0;0;0;0;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;2;0;0;1;0;1;1
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus velezensis;6;192;3;38;53;42;79;16;45;213;131;2869;33;456;100;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified Bacillus;5;2041;10;333;865;548;696;206;1021;3565;2355;36811;303;5395;1332;0;0;4;4;2;0;4;3;3;8;16;16;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;15
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus phosphorivorans;6;6;0;2;5;1;1;1;6;12;12;226;2;43;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Filobacillus;unclassified Filobacillus;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus stearothermophilus;6;12;0;2;4;4;4;0;21;19;8;196;2;31;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus thermodenitrificans;6;11;2;3;1;2;9;0;18;22;19;194;3;37;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus fusiformis;6;10;0;3;9;1;2;0;19;33;15;232;1;37;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus sphaericus;6;8;0;1;7;1;3;4;17;17;25;199;2;22;9;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus halodenitrificans;6;11;0;1;9;4;8;0;5;18;11;226;2;44;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;Brevibacillus agri;6;20;0;0;15;1;1;1;11;34;17;287;1;36;8;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;Brevibacillus brevis;6;12;0;0;8;1;1;0;12;18;13;208;1;28;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;unclassified Brevibacillus;5;78;0;4;65;16;10;4;73;166;76;1339;6;179;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus borealis;6;8;0;18;6;6;8;0;19;31;19;307;0;32;30;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus donghaensis;6;14;0;9;13;6;3;1;18;26;22;320;1;41;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus durus;6;7;0;30;6;8;8;0;15;29;14;248;0;31;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus graminis;6;7;0;13;4;10;12;0;17;18;14;285;0;26;21;0;20;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus larvae;6;14;0;2;2;6;7;0;16;18;8;216;2;27;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus mucilaginosus;6;37;0;10;16;22;23;5;54;58;48;688;0;68;44;0;2;0;0;0;0;0;0;0;1;0;1;2;1;0;0;1;3;2;0;2;0;0;2;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus odorifer;6;10;0;11;3;10;14;0;13;25;21;312;0;22;21;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus peoriae;6;10;0;12;4;9;8;0;17;33;16;305;1;31;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus polymyxa;6;65;0;38;22;52;55;18;93;182;122;1859;10;163;92;0;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;443;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus riograndensis;6;12;0;15;5;4;7;2;18;24;16;296;0;27;25;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus terrae;6;11;0;8;6;11;17;1;20;25;27;332;3;29;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus xylanexedens;6;11;0;1;9;8;4;1;9;18;14;307;1;37;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;unclassified Paenibacillus;5;541;3;350;253;334;374;36;654;1163;789;13387;37;1441;778;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Thermobacillus;Thermobacillus composti;6;17;0;0;1;4;13;0;7;6;6;245;0;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bacteria;Firmicutes;Bacilli;Bacillales;Pasteuriaceae;Pasteuria;unclassified Pasteuria;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;Macrococcus caseolyticus;6;3;0;1;2;4;5;0;3;9;7;118;0;12;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;6;36;0;7;7;15;19;1;22;49;46;710;9;94;17;0;0;0;8;0;3;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pasteuri;6;7;0;1;2;3;5;0;8;8;13;185;1;18;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus saprophyticus;6;4;1;0;2;2;3;0;21;5;11;186;1;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus sciuri;6;10;0;1;11;1;5;0;1;25;14;224;1;35;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;unclassified Staphylococcus;5;647;12;165;297;361;415;124;499;1498;1213;16243;174;1914;498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoflavimicrobium;unclassified Thermoflavimicrobium;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Bacteria;Firmicutes;Bacilli;Bacillales;unclassified Bacillales;Exiguobacterium;Exiguobacterium sibiricum;6;6;0;1;2;1;0;0;6;14;13;227;3;20;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;unclassified Carnobacterium;5;44;1;7;19;6;1;3;26;38;25;1196;0;127;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;8;0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus casseliflavus;6;7;0;0;2;1;0;0;4;7;5;190;0;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus hirae;6;5;0;1;2;1;0;0;3;13;6;174;0;15;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus mundtii;6;6;0;1;4;1;0;0;3;13;5;193;0;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;unclassified Enterococcus;5;200;1;15;97;39;5;4;116;300;178;4767;2;487;73;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;unclassified Lactobacillus;5;483;0;36;262;18;136;124;633;460;374;18618;13;1624;297;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus raffinolactis;6;8;0;0;5;1;1;0;3;11;8;194;0;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus parauberis;6;2;0;0;3;1;0;0;1;2;10;190;0;13;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus thermophilus;6;23;2;9;20;6;3;1;40;36;57;1189;0;83;29;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenella;Christensenella minuta;6;6;0;2;1;0;0;2;4;13;21;209;0;19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;8;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenella;unclassified Christensenella;5;6;0;2;1;0;0;2;4;13;21;209;0;19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Alkaliphilus;Alkaliphilus metalliredigens;6;25;0;14;8;1;2;10;19;35;51;249;2;28;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloranaerobacter;Caloranaerobacter azorensis;6;10;0;2;7;1;0;4;7;16;19;166;0;18;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium acetobutylicum;6;12;0;25;15;6;5;6;57;59;104;817;0;77;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium autoethanogenum;6;15;0;22;5;1;4;10;21;34;39;254;0;27;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium beijerinckii;6;77;0;67;16;16;8;12;61;128;137;989;1;114;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium botulinum;6;237;1;60;29;29;24;122;201;615;260;2364;2;380;168;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;2;0;0;0;0;0;1;4;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium butyricum;6;7;0;15;4;5;6;0;25;22;19;278;0;39;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium carboxidivorans;6;12;0;13;10;3;7;0;34;27;49;259;0;51;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium pasteurianum;6;26;0;100;10;3;53;1;43;111;40;549;1;75;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium saccharoperbutylacetonicum;6;19;0;26;8;6;16;4;27;41;27;411;0;34;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sporogenes;6;21;0;8;2;2;8;2;27;43;18;200;3;39;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium tyrobutyricum;6;7;0;19;6;1;9;4;20;18;17;180;0;30;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;unclassified Clostridium;5;727;2;597;255;131;247;217;945;1789;1308;11602;17;1569;1102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Lutispora;unclassified Lutispora;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;85
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;Thermaerobacter marianensis;6;10;0;4;4;1;0;2;5;12;19;176;0;30;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;unclassified Thermaerobacter;5;44;0;5;14;4;0;4;13;33;34;488;0;92;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;393;0;0;0;71
Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Heliobacterium;unclassified Heliobacterium;5;24;0;10;2;3;0;2;22;37;43;171;0;25;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;1
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus;6;6;0;2;4;1;0;3;6;11;6;267;0;27;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia obeum;6;5;0;6;4;1;7;1;18;10;5;228;2;19;13;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
